DIAS_COMPRANDO,DEVOLUCIONES,TRX_TV,TRX_TF,VALOR_TOTAL,CONTRI,TRX_CON_TR,TRX_CON_EFX,TRX_CON_OTB,FREC_DIARIA,GENERO,EDAD,SEGMENTO,TIENE_TR,SEGMENTO_RFM,NUM_CATEGORIAS,TRX_BLANDOS,TRX_HOME,TRX_PROPIAS,TRX_TERCERAS,TRX_ANTES_5PM,TRX_DESPUES_5PM,TRX_DSCTO,TRX_LUN_JUE,TRX_VIE_DOM,TRX_NAVIDAD,TRX_MAMA,TRX_PAPA,TRX_CYBERS,TRX_DDS,TRX_BTS,TRX_LIQ01,TRX_LIQ02,TRX_CUPONES,UNID_PROD,FR_TIENDA_FAVORITA,TIENDA_FAVORITA,DESV_TICKET,CATEGORIA_FAVORITA,CONTACTABILIDAD,CONSENTIMIENTO,PERIODO_RETENCION,CHURN,valor_total_discreto,devoluciones_discreto,Retencion_range,freq_trx_retencion,prom_valor_por_trx,prom_valor_retencion,var,TRX_PAPA+TRX_CYBERS+TRX_BTS+TRX_NAVIDAD,TRX_CYBERS+TRX_BTS+TRX_NAVIDAD+TRX_LIQ02,TRX_MAMA+TRX_PAPA+TRX_CYBERS+TRX_NAVIDAD,TRX_MAMA+TRX_CYBERS+TRX_NAVIDAD+TRX_LIQ01,TRX_PAPA+TRX_CYBERS+TRX_BTS+TRX_LIQ02,TRX_PAPA+TRX_CYBERS+TRX_NAVIDAD+TRX_LIQ02,TRX_MAMA+TRX_PAPA+TRX_CYBERS+TRX_BTS,TRX_MAMA+TRX_PAPA+TRX_CYBERS+TRX_DDS,TRX_MAMA+TRX_CYBERS+TRX_DDS+TRX_LIQ01,TRX_MAMA+TRX_CYBERS+TRX_NAVIDAD+TRX_LIQ02,TRX_MAMA+TRX_CYBERS+TRX_BTS+TRX_LIQ02,TRX_PAPA+TRX_CYBERS+TRX_DDS+TRX_LIQ01,TRX_MAMA+TRX_CYBERS+TRX_DDS+TRX_NAVIDAD,TRX_MAMA+TRX_CYBERS+TRX_BTS+TRX_NAVIDAD,TRX_PAPA+TRX_CYBERS+TRX_DDS+TRX_NAVIDAD,TRX_MAMA+TRX_CYBERS+TRX_DDS+TRX_BTS,dummy_usan_dscto,discr_trx_dscto,discr_valor_total,discr_contri,sin_tda,devolvio,afiliado,trans_log,ticket_prom_log,suma_compras_log,consentimiento_nulo,edad_nulo,genero_nulo
4,0,0.0,1.0,307.5,125.1,0.0,0.2,0.8,68.5,M,42.0,PABLOMART,NO,R3. HABITUAL,4,1.0,0.0,0.0,0.8,0.0,1.0,0.2,0.0,1.0,0.4,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,1.0,5.0,PIURA II,22.03,INFANTIL,SI,SI,274.0,0.0,alto,no_dev,270-297,0.01825,61.5,0.2245,0.2245,0.6,0.6,0.6,0.6,0.2,0.6,0.2,0.6,0.6,0.6,0.2,0.6,1.0,0.6,1.0,0.6,1,0-1,200-250,50-100,0,0,1,1.7919999999999998,4.137,1.7919999999999998,0,0,0
1,0,0.0,1.0,54.12711700000001,-21.88,0.0,1.0,0.0,35.0,F,41.0,,NO,R4. OCASIONAL,2,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,SIN TDA,0.0,CALZADO,SI,NO,0.0,1.0,bajo,no_dev,<27,0.0,54.12,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,<50,-400--50,1,0,1,0.6934,4.008,0.6934,1,0,0
1,0,0.0,1.0,253.23729,-35.2,0.0,0.0,1.0,341.0,F,81.0,PABLOMART,NO,R3. HABITUAL,3,12.0,0.0,1.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,LOS OLIVOS,0.0,BELLEZA,SI,NO,0.0,0.0,up_int,no_dev,<27,0.0,253.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0-1,200-250,-400--50,0,0,1,0.6934,5.54,0.6934,1,0,0
1,0,0.0,1.0,59.322033,8.9,0.0,1.0,0.0,251.0,M,63.0,,NO,R5. NO FIEL,1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,SIN TDA,0.0,ELECTROHOGAR,NO,NO,0.0,1.0,bajo,no_dev,<27,0.0,59.3,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,<50,-50-0,1,0,1,0.6934,4.1,0.6934,1,0,0
3,0,0.0,1.0,693.61865,65.5,1.0,0.0,0.0,6.67,F,52.0,PABLOMART,NO,R1. ELITE,7,3.6,0.2,0.6,0.8,0.8,0.2,0.6,0.2,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,2.0,MINKA,74.6,BELLEZA,SI,SI,20.0,0.0,alto,no_dev,<27,0.25,138.8,6.938,6.938,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0-1,550-650,0-50,0,0,1,1.7919999999999998,4.94,1.7919999999999998,0,0,0
1,0,0.0,1.0,169.44916,91.25,0.0,1.0,0.0,81.0,M,70.0,PABLOMART,NO,R3. HABITUAL,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,MUJER,NO,NO,0.0,0.0,up_int,no_dev,<27,0.0,169.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,100-150,0-50,1,0,1,0.6934,5.1370000000000005,0.6934,1,0,0
6,0,0.0,1.0,694.4322,353.5,0.0,0.2856,0.7144,19.0,M,45.0,PABLOMART,NO,R3. HABITUAL,5,1.286,0.5713,0.0,1.0,0.4285,0.5713,0.2856,0.2856,0.7144,0.0,0.2856,0.0,0.4285,0.0,0.2856,0.0,0.0,0.857,1.857,0.0,SIN TDA,64.25,INFANTIL,NO,NO,114.0,0.0,alto,no_dev,108-135,0.0614,99.2,0.87,0.87,0.7144,0.7144,0.7144,0.7144,0.7144,0.4285,1.0,0.7144,0.7144,0.7144,1.0,0.4285,0.7144,1.0,0.4285,1.0,1,0-1,550-650,250-350,1,0,1,2.08,4.605,2.08,1,0,0
1,0,0.0,1.0,219.40678,73.4,0.0,0.0,1.0,28.0,M,48.0,PABLOMART,NO,R3. HABITUAL,1,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,SAN MIGUEL,0.0,DECOHOGAR,NO,NO,0.0,0.0,up_int,no_dev,<27,0.0,219.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0-1,150-200,0-50,0,0,1,0.6934,5.395,0.6934,1,0,0
1,0,0.0,1.0,25.338984,10.14,0.0,0.0,0.0,253.0,,,PABLOMART,NO,R5. NO FIEL,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,MIRAFLORES,0.0,ACCESORIOS,NO,NO,0.0,0.0,muy bajo,no_dev,<27,0.0,25.34,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,None,-50-0,0,0,0,0.6934,3.2710000000000004,0.6934,1,1,1
1,0,0.0,1.0,261.8644,87.7,0.0,1.0,0.0,106.0,M,63.0,PABLOMART,NO,R3. HABITUAL,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,PIURA II,0.0,BELLEZA,NO,NO,0.0,1.0,up_int,no_dev,<27,0.0,261.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,200-250,0-50,0,0,1,0.6934,5.57,0.6934,1,0,0
1,0,0.0,1.0,16.906778,5.6,0.0,1.0,0.0,208.0,M,49.0,PABLOMART,NO,R5. NO FIEL,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,BELLEZA,NO,NO,0.0,0.0,muy bajo,no_dev,<27,0.0,16.9,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,None,-50-0,1,0,1,0.6934,2.885,0.6934,1,0,0
1,0,0.0,1.0,16.864407,8.87,0.0,1.0,0.0,83.0,F,63.0,PABLOMART,NO,R4. OCASIONAL,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,PIURA II,0.0,MUJER,NO,NO,0.0,1.0,muy bajo,no_dev,<27,0.0,16.86,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,None,-50-0,0,0,1,0.6934,2.883,0.6934,1,0,0
5,0,0.0,1.0,281.37286,106.06,0.4,0.6,0.0,20.4,F,44.0,PABLOMART,SI,R3. HABITUAL,1,2.8,0.0,2.2,0.6,0.4,0.6,0.6,0.6,0.4,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.2,1.0,2.8,5.0,SAN BORJA,38.7,INFANTIL,SI,SI,102.0,0.0,up_int,no_dev,81-108,0.049,56.28,0.552,0.552,0.2,0.4,0.8,0.8,0.4,0.4,0.8,0.8,0.8,1.0,1.0,0.2,0.8,0.8,0.2,0.8,1,0-1,200-250,50-100,0,0,1,1.7919999999999998,4.047,1.7919999999999998,0,0,0
1,0,0.0,1.0,33.728813,9.02,0.0,1.0,0.0,0.0,F,46.0,PABLOMART,NO,R4. OCASIONAL,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,SIN TDA,0.0,INFANTIL,NO,NO,0.0,0.0,muy bajo,no_dev,<27,0.0,16.86,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,None,-50-0,1,0,1,1.099,2.883,1.099,1,0,0
1,0,0.0,1.0,88.81356,19.8,0.0,0.0,1.0,22.0,,,,NO,R4. OCASIONAL,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,SIN TDA,0.0,BELLEZA,NO,NO,0.0,1.0,low_int,no_dev,<27,0.0,88.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,<50,-50-0,1,0,0,0.6934,4.496,0.6934,1,1,1
2,0,0.0,1.0,594.2796599999998,173.9,0.0,0.75,0.25,99.5,F,42.0,PABLOMART,NO,R2. PREMIUM,4,1.5,1.25,0.25,1.25,0.75,0.25,0.25,0.75,0.25,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2.75,3.0,BRASIL (LA RAMBLA),2.508,CALZADO,NO,NO,199.0,0.0,alto,no_dev,189-216,0.0201,148.6,0.7466,0.7466,1.0,1.0,1.0,1.0,0.25,1.0,0.25,0.25,0.25,1.0,0.25,0.25,1.0,1.0,1.0,0.25,1,0-1,450-550,100-150,0,0,1,1.609,5.008,1.609,1,0,0
5,1,0.0,1.167,868.9407,214.1,0.6665,0.0,0.3333,24.0,M,47.0,PABLOMART,SI,R2. PREMIUM,4,3.666,0.0,1.5,2.166,0.0,1.167,0.5,0.1666,1.0,0.0,0.0,0.0,0.8335,0.0,0.0,0.0,0.1666,1.0,3.0,0.0,SIN TDA,60.88,HOMBRE,SI,SI,120.0,0.0,alto,muy bajo,108-135,0.05832,124.1,1.034,1.207,0.8335,1.0,0.8335,0.8335,1.0,1.0,0.8335,0.8335,0.8335,1.0,1.0,0.8335,0.8335,0.8335,0.8335,0.8335,1,0-1,550-650,150-200,1,1,1,1.946,4.98,1.946,0,0,0
1,0,0.0,1.0,126.10169,51.66,0.0,1.0,0.0,104.0,F,71.0,PABLOMART,NO,R4. OCASIONAL,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,SAN BORJA,0.0,BELLEZA,NO,NO,0.0,0.0,up_int,no_dev,<27,0.0,126.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,50-100,0-50,0,0,1,0.6934,4.8439999999999985,0.6934,1,0,0
30,2,0.0,1.048,2405.6694,976.5,0.6904,0.119,0.0,9.4,F,46.0,BRONZE,SI,R1. ELITE,7,1.523,0.0,0.4285,0.7617,0.3333,0.7144,0.3096,0.7144,0.3333,0.2142,0.0952,0.119,0.1666,0.0,0.1666,0.0476,0.1904,0.905,1.477,0.0,SIN TDA,31.45,MUJER,SI,SI,282.0,0.0,muy_alto,muy bajo,270-297,0.156,54.7,0.1938,0.2031,0.6665,0.7383,0.595,0.524,0.643,0.6904,0.5479999999999999,0.3809,0.3096,0.6665,0.619,0.3333,0.476,0.643,0.5,0.4285,1,1-10,1700-2100,650-900,1,1,1,3.762,4.066,3.762,0,0,0
3,0,0.0,1.0,108.89831,-48.62,0.0,0.0,1.0,58.0,F,60.0,PABLOMART,NO,R4. OCASIONAL,3,1.0,0.0,0.6665,0.0,1.0,0.0,0.0,0.6665,0.3333,0.0,0.3333,0.0,0.0,0.0,0.3333,0.0,0.3333,0.3333,1.0,3.0,SAN ISIDRO,6.74,CALZADO,NO,NO,174.0,0.0,low_int,no_dev,162-189,0.017240000000000002,36.3,0.2086,0.2086,0.3333,0.6665,0.3333,0.3333,0.6665,0.3333,0.6665,0.3333,0.3333,0.6665,1.0,0.0,0.3333,0.6665,0.0,0.6665,0,0,50-100,-400--50,0,0,1,1.3869999999999998,3.62,1.3869999999999998,1,0,0
2,0,0.0,1.0,236.27118,62.22,0.0,0.0,1.0,28.0,F,54.0,PABLOMART,NO,R3. HABITUAL,2,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,2.0,CHORRILLOS,50.5,ELECTROHOGAR,SI,NO,56.0,0.0,up_int,no_dev,54-81,0.0357,118.1,2.11,2.11,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0,0,150-200,0-50,0,0,1,1.099,4.78,1.099,0,0,0
1,0,0.0,1.0,93.13559,23.3,0.0,0.0,1.0,271.0,M,63.0,,NO,R5. NO FIEL,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,ELECTROHOGAR,NO,NO,0.0,1.0,low_int,no_dev,<27,0.0,93.1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,<50,-50-0,1,0,1,0.6934,4.543,0.6934,1,0,0
5,2,0.0,1.3330000000000002,612.1525,199.5,0.0,0.3333,0.5,34.6,F,45.0,PABLOMART,NO,R3. HABITUAL,3,2.0,1.0,2.0,0.8335,1.0,0.3333,0.6665,1.3330000000000002,0.0,0.1666,0.5,0.0,0.1666,0.0,0.1666,0.0,0.0,0.8335,2.5,0.0,SIN TDA,71.56,HOMBRE,NO,NO,173.0,0.0,alto,muy bajo,162-189,0.04623,76.5,0.4424,0.59,0.5,0.5,0.8335,0.8335,0.3333,0.3333,0.8335,0.6665,0.6665,0.8335,0.8335,0.1666,0.8335,1.0,0.3333,0.8335,1,0-1,450-550,100-150,1,1,1,1.946,4.637,1.946,1,0,0
11,0,0.0,1.0,2027.6864,679.0,1.0,0.0,0.0,29.27,M,44.0,BRONZE,NO,R1. ELITE,8,2.062,0.0625,0.1875,1.75,0.1875,0.8125,0.4375,0.0625,0.9375,0.125,0.125,0.0,0.5,0.125,0.0,0.0,0.0,0.1875,2.125,9.0,SAN MIGUEL,147.4,MUJER,SI,SI,322.0,0.0,muy_alto,no_dev,297-324,0.04968,126.75,0.3936,0.3936,0.625,0.625,0.75,0.75,0.5,0.625,0.625,0.75,0.75,0.75,0.625,0.625,0.875,0.75,0.75,0.75,1,0-1,1500-1700,550-650,0,0,1,2.834,4.85,2.709,0,0,0
2,0,0.0,1.0,50.720337,-74.6,0.0,1.0,0.0,3.5,F,96.0,,NO,R4. OCASIONAL,1,1.5,0.0,0.0,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,SIN TDA,8.49,HOMBRE,NO,NO,7.0,0.0,bajo,no_dev,<27,0.2856,25.36,3.623,3.623,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,<50,-1000--400,1,0,1,1.099,3.2710000000000004,1.099,1,0,0
16,0,0.0,1.0,1288.517,585.5,0.0,0.0,1.0,18.44,M,57.0,PABLOMART,NO,R2. PREMIUM,7,1.777,0.0,0.9443,0.778,0.3333,0.6665,0.2222,0.2222,0.778,0.1111,0.1666,0.05554,0.1666,0.1666,0.2222,0.05554,0.0,0.2222,1.777,13.0,SAN BORJA,53.4,CALZADO,NO,NO,295.0,0.0,muy_alto,no_dev,270-297,0.061,71.56,0.2427,0.2427,0.5557,0.5,0.5,0.5,0.4443,0.3333,0.6113,0.5557,0.5557,0.4443,0.5557,0.4443,0.6113,0.6665,0.5,0.722,1,0-1,650-900,450-550,0,0,1,2.945,4.285,2.89,1,0,0
2,0,0.0,1.0,104.00847,7.73,0.0,1.0,0.0,4.5,M,56.0,PABLOMART,NO,R4. OCASIONAL,1,2.0,0.0,0.5,1.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,2.0,2.0,SAN ISIDRO,11.515999999999998,HOMBRE,NO,NO,9.0,1.0,low_int,no_dev,<27,0.2222,52.0,5.777,5.777,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1,0-1,50-100,-50-0,0,0,1,1.099,3.97,1.099,1,0,0
3,0,0.0,1.0,230.04237,57.84,0.0,0.0,1.0,84.7,M,64.0,,NO,R4. OCASIONAL,2,1.3330000000000002,0.0,0.0,1.3330000000000002,0.0,1.0,0.3333,0.6665,0.3333,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,0.0,0.6665,1.3330000000000002,0.0,SIN TDA,65.2,DEPORTES,SI,NO,254.0,1.0,up_int,no_dev,243-270,0.01181,76.7,0.302,0.302,0.3333,0.3333,0.6665,0.6665,0.3333,0.3333,0.6665,0.6665,0.6665,0.6665,0.6665,0.3333,0.6665,0.6665,0.3333,0.6665,1,0-1,150-200,0-50,1,0,1,1.3869999999999998,4.35,1.099,0,0,0
1,0,0.0,1.0,71.94915,30.88,0.0,1.0,0.0,204.0,F,75.0,,NO,R5. NO FIEL,1,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,SIN TDA,0.0,MUJER,NO,NO,0.0,1.0,bajo,no_dev,<27,0.0,71.94,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,<50,-50-0,1,0,1,0.6934,4.29,0.6934,1,0,0
1,0,0.0,1.0,25.338984,-1.01,0.0,1.0,0.0,291.0,F,69.0,PABLOMART,NO,R5. NO FIEL,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,BRASIL (LA RAMBLA),0.0,MUJER,NO,NO,0.0,1.0,muy bajo,no_dev,<27,0.0,25.34,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,None,-400--50,0,0,1,0.6934,3.2710000000000004,0.6934,1,0,0
1,0,0.0,1.0,777.9661,132.2,0.0,1.0,0.0,0.0,M,64.0,PABLOMART,NO,R2. PREMIUM,1,0.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2.0,LOS OLIVOS,0.0,ELECTROHOGAR,NO,NO,0.0,0.0,alto,no_dev,<27,0.0,389.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,550-650,50-100,0,0,1,1.099,5.965,1.099,1,0,0
1,0,0.0,1.0,89.8,0.0,0.0,1.0,0.0,158.0,F,50.0,PABLOMART,NO,R4. OCASIONAL,2,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,PUCALLPA,0.0,BELLEZA,NO,NO,0.0,0.0,low_int,no_dev,<27,0.0,89.8,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,<50,-50-0,0,0,1,0.6934,4.508,0.6934,1,0,0
9,0,0.0,1.0,801.1017,375.8,0.2,0.7,0.1,22.56,F,65.0,PABLOMART,SI,R2. PREMIUM,7,2.1,0.0,0.2,0.9,0.2,0.8,0.2,0.1,0.9,0.1,0.2,0.0,0.4,0.0,0.2,0.1,0.0,0.8,2.1,0.0,SIN TDA,44.75,BELLEZA,SI,SI,203.0,0.0,alto,no_dev,189-216,0.049260000000000005,80.1,0.3945,0.3945,0.7,0.7,0.7,0.8,0.6,0.5,0.8,0.6,0.7,0.7,0.8,0.5,0.7,0.9,0.5,0.8,1,0-1,550-650,250-350,1,0,1,2.398,4.395,2.398,0,0,0
1,0,0.0,1.0,33.813559999999995,9.7,0.0,1.0,0.0,287.0,F,58.0,PABLOMART,NO,R5. NO FIEL,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SALAVERRY,0.0,MUJER,NO,NO,0.0,1.0,muy bajo,no_dev,<27,0.0,33.8,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,None,-50-0,0,0,1,0.6934,3.55,0.6934,1,0,0
1,0,0.0,1.0,12.627118,5.1,0.0,0.0,0.0,257.0,,,PABLOMART,NO,R5. NO FIEL,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,MIRAFLORES,0.0,BELLEZA,NO,NO,0.0,0.0,muy bajo,no_dev,<27,0.0,12.625,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,None,-50-0,0,0,0,0.6934,2.611,0.6934,1,1,1
1,0,0.0,1.0,102.34746,38.38,0.0,0.0,1.0,189.0,M,65.0,,NO,R4. OCASIONAL,2,5.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,SIN TDA,0.0,MUJER,NO,NO,0.0,1.0,low_int,no_dev,<27,0.0,102.4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,50-100,-50-0,1,0,1,0.6934,4.637,0.6934,1,0,0
1,0,0.0,1.0,129.91525,17.7,0.0,1.0,0.0,236.0,F,51.0,PABLOMART,NO,R4. OCASIONAL,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,AREQUIPA,0.0,DEPORTES,NO,SI,0.0,0.0,up_int,no_dev,<27,0.0,129.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,50-100,-50-0,0,0,1,0.6934,4.875,0.6934,0,0,0
5,0,0.0,1.0,706.5,249.5,0.6665,0.0,0.0,18.2,F,59.0,PABLOMART,SI,R3. HABITUAL,4,3.834,0.1666,2.5,1.0,0.1666,0.8335,0.3333,0.6665,0.3333,0.5,0.0,0.0,0.1666,0.0,0.0,0.1666,0.0,1.0,4.0,0.0,SIN TDA,67.94,INFANTIL,SI,NO,91.0,0.0,alto,no_dev,81-108,0.0659,117.75,1.294,1.294,0.6665,0.6665,0.6665,0.8335,0.1666,0.6665,0.1666,0.1666,0.3333,0.6665,0.1666,0.3333,0.6665,0.6665,0.6665,0.1666,1,0-1,550-650,150-200,1,0,1,1.946,4.777,1.7919999999999998,0,0,0
1,0,0.0,1.0,8.38983,0.82,0.0,1.0,0.0,167.0,M,62.0,PABLOMART,NO,R4. OCASIONAL,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,SAN BORJA,0.0,ACCESORIOS,NO,NO,0.0,1.0,muy bajo,no_dev,<27,0.0,8.39,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,None,-50-0,0,0,1,0.6934,2.24,0.6934,1,0,0
1,0,1.0,0.0,1498.8136,-216.2,1.0,0.0,0.0,215.0,M,50.0,BRONZE,SI,R3. HABITUAL,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,SIN TDA,0.0,DECOHOGAR,SI,SI,0.0,0.0,muy_alto,no_dev,<27,0.0,1499.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,900-1300,-1000--400,1,0,1,0.6934,7.312,0.6934,0,0,0
